z_m,potential_v,electric_field_v_m,charge_c_m3
  1.9755182583E+00,  7.6481734653E-01,  2.9497021316E-01, -9.2714773441E-13
  1.9830616315E+00,  7.6259525264E-01,  2.9418141992E-01, -9.2457799161E-13
  1.9906142386E+00,  7.6037639146E-01,  2.9339385070E-01, -9.2201386077E-13
  1.9981760978E+00,  7.5816076302E-01,  2.9260750419E-01, -9.1945532838E-13
  2.0057472272E+00,  7.5594836730E-01,  2.9182237906E-01, -9.1690238093E-13
  2.0133276451E+00,  7.5373920430E-01,  2.9103847401E-01, -9.1435500499E-13
  2.0209173698E+00,  7.5153327403E-01,  2.9025578774E-01, -9.1181318713E-13
  2.0285164195E+00,  7.4933057648E-01,  2.8947431893E-01, -9.0927691398E-13
  2.0361248129E+00,  7.4713111165E-01,  2.8869406630E-01, -9.0674617219E-13
  2.0437425683E+00,  7.4493487955E-01,  2.8791502853E-01, -9.0422094847E-13
  2.0513697043E+00,  7.4274188018E-01,  2.8713720434E-01, -9.0170122956E-13
  2.0590062395E+00,  7.4055211353E-01,  2.8636059244E-01, -8.9918700221E-13
  2.0666521927E+00,  7.3836557960E-01,  2.8558519153E-01, -8.9667825326E-13
  2.0743075826E+00,  7.3618227840E-01,  2.8481100033E-01, -8.9417496953E-13
  2.0819724281E+00,  7.3400220992E-01,  2.8403801756E-01, -8.9167713793E-13
  2.0896467480E+00,  7.3182537416E-01,  2.8326624194E-01, -8.8918474536E-13
  2.0973305612E+00,  7.2965177113E-01,  2.8249567218E-01, -8.8669777879E-13
  2.1050238869E+00,  7.2748140083E-01,  2.8172630703E-01, -8.8421622520E-13
  2.1127267442E+00,  7.2531426325E-01,  2.8095814520E-01, -8.8174007164E-13
  2.1204391521E+00,  7.2315035839E-01,  2.8019118544E-01, -8.7926930517E-13
  2.1281611301E+00,  7.2098968626E-01,  2.7942542646E-01, -8.7680391289E-13
  2.1358926972E+00,  7.1883224685E-01,  2.7866086702E-01, -8.7434388194E-13
  2.1436338731E+00,  7.1667804017E-01,  2.7789750586E-01, -8.7188919949E-13
  2.1513846770E+00,  7.1452706621E-01,  2.7713534171E-01, -8.6943985277E-13
  2.1591451285E+00,  7.1237932497E-01,  2.7637437333E-01, -8.6699582901E-13
  2.1669152473E+00,  7.1023481646E-01,  2.7561459946E-01, -8.6455711551E-13
  2.1746950529E+00,  7.0809354067E-01,  2.7485601887E-01, -8.6212369957E-13
  2.1824845652E+00,  7.0595549761E-01,  2.7409863030E-01, -8.5969556855E-13
  2.1902838039E+00,  7.0382068728E-01,  2.7334243251E-01, -8.5727270985E-13
  2.1980927890E+00,  7.0168910966E-01,  2.7258742427E-01, -8.5485511089E-13
  2.2059115403E+00,  6.9956076477E-01,  2.7183360434E-01, -8.5244275912E-13
  2.2137400779E+00,  6.9743565261E-01,  2.7108097148E-01, -8.5003564205E-13
  2.2215784220E+00,  6.9531377317E-01,  2.7032952448E-01, -8.4763374720E-13
  2.2294265927E+00,  6.9319512645E-01,  2.6957926210E-01, -8.4523706214E-13
  2.2372846102E+00,  6.9107971246E-01,  2.6883018312E-01, -8.4284557446E-13
  2.2451524949E+00,  6.8896753119E-01,  2.6808228632E-01, -8.4045927181E-13
  2.2530302671E+00,  6.8685858265E-01,  2.6733557048E-01, -8.3807814186E-13
  2.2609179475E+00,  6.8475286683E-01,  2.6659003439E-01, -8.3570217229E-13
  2.2688155565E+00,  6.8265038374E-01,  2.6584567683E-01, -8.3333135086E-13
  2.2767231147E+00,  6.8055113337E-01,  2.6510249660E-01, -8.3096566534E-13
  2.2846406430E+00,  6.7845511572E-01,  2.6436049249E-01, -8.2860510353E-13
  2.2925681620E+00,  6.7636233080E-01,  2.6361966330E-01, -8.2624965326E-13
  2.3005056926E+00,  6.7427277860E-01,  2.6288000783E-01, -8.2389930243E-13
  2.3084532558E+00,  6.7218645913E-01,  2.6214152487E-01, -8.2155403892E-13
  2.3164108726E+00,  6.7010337238E-01,  2.6140421324E-01, -8.1921385069E-13
  2.3243785641E+00,  6.6802351836E-01,  2.6066807175E-01, -8.1687872571E-13
  2.3323563516E+00,  6.6594689706E-01,  2.5993309920E-01, -8.1454865198E-13
  2.3403442562E+00,  6.6387350849E-01,  2.5919929441E-01, -8.1222361756E-13
  2.3483422993E+00,  6.6180335263E-01,  2.5846665620E-01, -8.0990361051E-13
  2.3563505023E+00,  6.5973642951E-01,  2.5773518339E-01, -8.0758861894E-13
  2.3643688867E+00,  6.5767273911E-01,  2.5700487480E-01, -8.0527863100E-13
  2.3723974742E+00,  6.5561228143E-01,  2.5627572926E-01, -8.0297363486E-13
  2.3804362864E+00,  6.5355505647E-01,  2.5554774559E-01, -8.0067361872E-13
  2.3884853451E+00,  6.5150106425E-01,  2.5482092262E-01, -7.9837857083E-13
  2.3965446720E+00,  6.4945030474E-01,  2.5409525920E-01, -7.9608847946E-13
  2.4046142892E+00,  6.4740277796E-01,  2.5337075416E-01, -7.9380333291E-13
  2.4126942186E+00,  6.4535848390E-01,  2.5264740634E-01, -7.9152311952E-13
  2.4207844823E+00,  6.4331742257E-01,  2.5192521457E-01, -7.8924782767E-13
  2.4288851024E+00,  6.4127959397E-01,  2.5120417772E-01, -7.8697744575E-13
  2.4369961013E+00,  6.3924499808E-01,  2.5048429462E-01, -7.8471196220E-13
  2.4451175014E+00,  6.3721363492E-01,  2.4976556413E-01, -7.8245136549E-13
  2.4532493249E+00,  6.3518550449E-01,  2.4904798510E-01, -7.8019564411E-13
  2.4613915945E+00,  6.3316060678E-01,  2.4833155639E-01, -7.7794478659E-13
  2.4695443327E+00,  6.3113894179E-01,  2.4761627686E-01, -7.7569878151E-13
  2.4777075623E+00,  6.2912050953E-01,  2.4690214538E-01, -7.7345761744E-13
  2.4858813061E+00,  6.2710531000E-01,  2.4618916080E-01, -7.7122128303E-13
  2.4940655868E+00,  6.2509334318E-01,  2.4547732200E-01, -7.6898976692E-13
  2.5022604275E+00,  6.2308460910E-01,  2.4476662784E-01, -7.6676305780E-13
  2.5104658513E+00,  6.2107910773E-01,  2.4405707721E-01, -7.6454114439E-13
  2.5186818812E+00,  6.1907683909E-01,  2.4334866898E-01, -7.6232401545E-13
  2.5269085405E+00,  6.1707780318E-01,  2.4264140202E-01, -7.6011165976E-13
  2.5351458525E+00,  6.1508199999E-01,  2.4193527523E-01, -7.5790406612E-13
  2.5433938407E+00,  6.1308942952E-01,  2.4123028748E-01, -7.5570122339E-13
  2.5516525285E+00,  6.1110009178E-01,  2.4052643767E-01, -7.5350312044E-13
  2.5599219395E+00,  6.0911398676E-01,  2.3982372469E-01, -7.5130974617E-13
  2.5682020975E+00,  6.0713111447E-01,  2.3912214742E-01, -7.4912108953E-13
  2.5764930263E+00,  6.0515147490E-01,  2.3842170478E-01, -7.4693713947E-13
  2.5847947497E+00,  6.0317506805E-01,  2.3772239564E-01, -7.4475788500E-13
  2.5931072916E+00,  6.0120189393E-01,  2.3702421893E-01, -7.4258331514E-13
  2.6014306763E+00,  5.9923195253E-01,  2.3632717354E-01, -7.4041341895E-13
  2.6097649278E+00,  5.9726524386E-01,  2.3563125838E-01, -7.3824818553E-13
  2.6181100704E+00,  5.9530176792E-01,  2.3493647237E-01, -7.3608760398E-13
  2.6264661285E+00,  5.9334152469E-01,  2.3424281441E-01, -7.3393166345E-13
  2.6348331265E+00,  5.9138451419E-01,  2.3355028342E-01, -7.3178035314E-13
  2.6432110890E+00,  5.8943073642E-01,  2.3285887832E-01, -7.2963366223E-13
  2.6516000407E+00,  5.8748019137E-01,  2.3216859803E-01, -7.2749157998E-13
  2.6600000063E+00,  5.8553287904E-01,  2.3147944148E-01, -7.2535409565E-13
  2.6684110106E+00,  5.8358879944E-01,  2.3079140759E-01, -7.2322119853E-13
  2.6768330787E+00,  5.8164795256E-01,  2.3010449530E-01, -7.2109287795E-13
  2.6852662357E+00,  5.7971033841E-01,  2.2941870353E-01, -7.1896912328E-13
  2.6937105065E+00,  5.7777595698E-01,  2.2873403122E-01, -7.1684992388E-13
  2.7021659166E+00,  5.7584480828E-01,  2.2805047732E-01, -7.1473526919E-13
  2.7106324913E+00,  5.7391689230E-01,  2.2736804076E-01, -7.1262514863E-13
  2.7191102561E+00,  5.7199220904E-01,  2.2668672048E-01, -7.1051955169E-13
  2.7275992364E+00,  5.7007075851E-01,  2.2600651543E-01, -7.0841846787E-13
  2.7360994582E+00,  5.6815254071E-01,  2.2532742457E-01, -7.0632188669E-13
  2.7446109470E+00,  5.6623755562E-01,  2.2464944684E-01, -7.0422979771E-13
  2.7531337288E+00,  5.6432580327E-01,  2.2397258119E-01, -7.0214219053E-13
  2.7616678296E+00,  5.6241728363E-01,  2.2329682660E-01, -7.0005905476E-13
  2.7702132755E+00,  5.6051199672E-01,  2.2262218201E-01, -6.9798038004E-13
  2.7787700927E+00,  5.5860994254E-01,  2.2194864639E-01, -6.9590615605E-13
  2.7873383076E+00,  5.5671112108E-01,  2.2127621870E-01, -6.9383637248E-13
  2.7959179465E+00,  5.5481553234E-01,  2.2060489792E-01, -6.9177101908E-13
  2.8045090360E+00,  5.5292317633E-01,  2.1993468301E-01, -6.8971008559E-13
  2.8131116028E+00,  5.5103405304E-01,  2.1926557295E-01, -6.8765356181E-13
  2.8217256736E+00,  5.4914816248E-01,  2.1859756672E-01, -6.8560143754E-13
  2.8303512753E+00,  5.4726550464E-01,  2.1793066330E-01, -6.8355370263E-13
  2.8389884349E+00,  5.4538607953E-01,  2.1726486166E-01, -6.8151034696E-13
  2.8476371794E+00,  5.4350988713E-01,  2.1660016079E-01, -6.7947136040E-13
  2.8562975361E+00,  5.4163692747E-01,  2.1593655969E-01, -6.7743673290E-13
  2.8649695324E+00,  5.3976720053E-01,  2.1527405733E-01, -6.7540645441E-13
  2.8736531956E+00,  5.3790070631E-01,  2.1461265272E-01, -6.7338051490E-13
  2.8823485533E+00,  5.3603744482E-01,  2.1395234485E-01, -6.7135890438E-13
  2.8910556332E+00,  5.3417741605E-01,  2.1329313272E-01, -6.6934161289E-13
  2.8997744631E+00,  5.3232062000E-01,  2.1263501533E-01, -6.6732863049E-13
  2.9085050708E+00,  5.3046705668E-01,  2.1197799168E-01, -6.6531994727E-13
  2.9172474845E+00,  5.2861672609E-01,  2.1132206079E-01, -6.6331555334E-13
  2.9260017322E+00,  5.2676962822E-01,  2.1066722165E-01, -6.6131543885E-13
  2.9347678423E+00,  5.2492576307E-01,  2.1001347329E-01, -6.5931959398E-13
  2.9435458431E+00,  5.2308513065E-01,  2.0936081471E-01, -6.5732800891E-13
  2.9523357631E+00,  5.2124773095E-01,  2.0870924494E-01, -6.5534067387E-13
  2.9611376309E+00,  5.1941356398E-01,  2.0805876299E-01, -6.5335757912E-13
  2.9699514754E+00,  5.1758262973E-01,  2.0740936789E-01, -6.5137871492E-13
  2.9787773254E+00,  5.1575492820E-01,  2.0676105867E-01, -6.4940407159E-13
  2.9876152098E+00,  5.1393045940E-01,  2.0611383435E-01, -6.4743363945E-13
  2.9964651579E+00,  5.1210922333E-01,  2.0546769396E-01, -6.4546740886E-13
  3.0053271988E+00,  5.1029121997E-01,  2.0482263654E-01, -6.4350537021E-13
  3.0142013620E+00,  5.0847644935E-01,  2.0417866112E-01, -6.4154751390E-13
  3.0230876769E+00,  5.0666491144E-01,  2.0353576675E-01, -6.3959383036E-13
  3.0319861732E+00,  5.0485660626E-01,  2.0289395246E-01, -6.3764431006E-13
  3.0408968807E+00,  5.0305153381E-01,  2.0225321731E-01, -6.3569894349E-13
  3.0498198292E+00,  5.0124969408E-01,  2.0161356033E-01, -6.3375772116E-13
  3.0587550488E+00,  4.9945108707E-01,  2.0097498058E-01, -6.3182063361E-13
  3.0677025696E+00,  4.9765571279E-01,  2.0033747711E-01, -6.2988767140E-13
  3.0766624220E+00,  4.9586357123E-01,  1.9970104897E-01, -6.2795882513E-13
  3.0856346362E+00,  4.9407466240E-01,  1.9906569523E-01, -6.2603408540E-13
  3.0946192430E+00,  4.9228898629E-01,  1.9843141494E-01, -6.2411344286E-13
  3.1036162730E+00,  4.9050654291E-01,  1.9779820717E-01, -6.2219688819E-13
  3.1126257570E+00,  4.8872733225E-01,  1.9716607099E-01, -6.2028441206E-13
  3.1216477259E+00,  4.8695135431E-01,  1.9653500546E-01, -6.1837600520E-13
  3.1306822110E+00,  4.8517860910E-01,  1.9590500965E-01, -6.1647165835E-13
  3.1397292433E+00,  4.8340909661E-01,  1.9527608265E-01, -6.1457136228E-13
  3.1487888544E+00,  4.8164281685E-01,  1.9464822352E-01, -6.1267510778E-13
  3.1578610757E+00,  4.7987976981E-01,  1.9402143134E-01, -6.1078288567E-13
  3.1669459388E+00,  4.7811995550E-01,  1.9339570521E-01, -6.0889468679E-13
  3.1760434756E+00,  4.7636337391E-01,  1.9277104420E-01, -6.0701050201E-13
  3.1851537180E+00,  4.7461002504E-01,  1.9214744740E-01, -6.0513032222E-13
  3.1942766981E+00,  4.7285990890E-01,  1.9152491390E-01, -6.0325413834E-13
  3.2034124481E+00,  4.7111302549E-01,  1.9090344279E-01, -6.0138194131E-13
  3.2125610005E+00,  4.6936937479E-01,  1.9028303318E-01, -5.9951372210E-13
  3.2217223876E+00,  4.6762895683E-01,  1.8966368415E-01, -5.9764947170E-13
  3.2308966423E+00,  4.6589177158E-01,  1.8904539482E-01, -5.9578918112E-13
  3.2400837973E+00,  4.6415781906E-01,  1.8842816428E-01, -5.9393284140E-13
  3.2492838855E+00,  4.6242709927E-01,  1.8781199164E-01, -5.9208044361E-13
  3.2584969402E+00,  4.6069961220E-01,  1.8719687601E-01, -5.9023197884E-13
  3.2677229945E+00,  4.5897535785E-01,  1.8658281650E-01, -5.8838743819E-13
  3.2769620819E+00,  4.5725433623E-01,  1.8596981223E-01, -5.8654681280E-13
  3.2862142360E+00,  4.5553654733E-01,  1.8535786231E-01, -5.8471009383E-13
  3.2954794904E+00,  4.5382199116E-01,  1.8474696586E-01, -5.8287727247E-13
  3.3047578791E+00,  4.5211066771E-01,  1.8413712201E-01, -5.8104833992E-13
  3.3140494362E+00,  4.5040257699E-01,  1.8352832989E-01, -5.7922328742E-13
  3.3233541957E+00,  4.4869771899E-01,  1.8292058861E-01, -5.7740210621E-13
  3.3326721921E+00,  4.4699609371E-01,  1.8231389731E-01, -5.7558478759E-13
  3.3420034599E+00,  4.4529770116E-01,  1.8170825512E-01, -5.7377132284E-13
  3.3513480337E+00,  4.4360254133E-01,  1.8110366119E-01, -5.7196170330E-13
  3.3607059483E+00,  4.4191061423E-01,  1.8050011464E-01, -5.7015592032E-13
  3.3700772389E+00,  4.4022191985E-01,  1.7989761462E-01, -5.6835396527E-13
  3.3794619405E+00,  4.3853645820E-01,  1.7929616028E-01, -5.6655582954E-13
  3.3888600884E+00,  4.3685422927E-01,  1.7869575075E-01, -5.6476150455E-13
  3.3982717182E+00,  4.3517523306E-01,  1.7809638520E-01, -5.6297098175E-13
  3.4076968655E+00,  4.3349946958E-01,  1.7749806277E-01, -5.6118425260E-13
  3.4171355662E+00,  4.3182693882E-01,  1.7690078261E-01, -5.5940130858E-13
  3.4265878561E+00,  4.3015764079E-01,  1.7630454389E-01, -5.5762214121E-13
  3.4360537716E+00,  4.2849157548E-01,  1.7570934576E-01, -5.5584674203E-13
  3.4455333488E+00,  4.2682874290E-01,  1.7511518739E-01, -5.5407510259E-13
  3.4550266244E+00,  4.2516914304E-01,  1.7452206795E-01, -5.5230721446E-13
  3.4645336350E+00,  4.2351277591E-01,  1.7392998659E-01, -5.5054306926E-13
  3.4740544175E+00,  4.2185964150E-01,  1.7333894250E-01, -5.4878265860E-13
  3.4835890088E+00,  4.2020973981E-01,  1.7274893484E-01, -5.4702597413E-13
  3.4931374463E+00,  4.1856307085E-01,  1.7215996279E-01, -5.4527300753E-13
  3.5026997672E+00,  4.1691963461E-01,  1.7157202554E-01, -5.4352375048E-13
  3.5122760092E+00,  4.1527943110E-01,  1.7098512226E-01, -5.4177819470E-13
  3.5218662100E+00,  4.1364246031E-01,  1.7039925213E-01, -5.4003633192E-13
  3.5314704075E+00,  4.1200872224E-01,  1.6981441435E-01, -5.3829815391E-13
  3.5410886398E+00,  4.1037821690E-01,  1.6923060810E-01, -5.3656365244E-13
  3.5507209453E+00,  4.0875094429E-01,  1.6864783258E-01, -5.3483281932E-13
  3.5603673624E+00,  4.0712690440E-01,  1.6806608698E-01, -5.3310564637E-13
  3.5700279298E+00,  4.0550609723E-01,  1.6748537050E-01, -5.3138212544E-13
  3.5797026863E+00,  4.0388852279E-01,  1.6690568234E-01, -5.2966224840E-13
  3.5893916711E+00,  4.0227418107E-01,  1.6632702170E-01, -5.2794600713E-13
  3.5990949232E+00,  4.0066307207E-01,  1.6574938779E-01, -5.2623339356E-13
  3.6088124822E+00,  3.9905519580E-01,  1.6517277982E-01, -5.2452439961E-13
  3.6185443876E+00,  3.9745055226E-01,  1.6459719699E-01, -5.2281901724E-13
  3.6282906794E+00,  3.9584914144E-01,  1.6402263853E-01, -5.2111723842E-13
  3.6380513974E+00,  3.9425096334E-01,  1.6344910365E-01, -5.1941905517E-13
  3.6478265820E+00,  3.9265601797E-01,  1.6287659157E-01, -5.1772445948E-13
  3.6576162735E+00,  3.9106430532E-01,  1.6230510150E-01, -5.1603344342E-13
  3.6674205125E+00,  3.8947582540E-01,  1.6173463269E-01, -5.1434599903E-13
  3.6772393399E+00,  3.8789057820E-01,  1.6116518435E-01, -5.1266211841E-13
  3.6870727966E+00,  3.8630856372E-01,  1.6059675571E-01, -5.1098179365E-13
  3.6969209239E+00,  3.8472978197E-01,  1.6002934600E-01, -5.0930501689E-13
  3.7067837632E+00,  3.8315423294E-01,  1.5946295447E-01, -5.0763178027E-13
  3.7166613562E+00,  3.8158191664E-01,  1.5889758035E-01, -5.0596207596E-13
  3.7265537446E+00,  3.8001283306E-01,  1.5833322289E-01, -5.0429589615E-13
  3.7364609706E+00,  3.7844698221E-01,  1.5776988131E-01, -5.0263323304E-13
  3.7463830764E+00,  3.7688436408E-01,  1.5720755488E-01, -5.0097407888E-13
  3.7563201045E+00,  3.7532497868E-01,  1.5664624284E-01, -4.9931842591E-13
  3.7662720975E+00,  3.7376882600E-01,  1.5608594445E-01, -4.9766626640E-13
  3.7762390984E+00,  3.7221590604E-01,  1.5552665895E-01, -4.9601759264E-13
  3.7862211503E+00,  3.7066621881E-01,  1.5496838561E-01, -4.9437239696E-13
  3.7962182966E+00,  3.6911976430E-01,  1.5441112368E-01, -4.9273067167E-13
  3.8062305808E+00,  3.6757654252E-01,  1.5385487243E-01, -4.9109240915E-13
  3.8162580468E+00,  3.6603655346E-01,  1.5329963113E-01, -4.8945760175E-13
  3.8263007384E+00,  3.6449979713E-01,  1.5274539904E-01, -4.8782624189E-13
  3.8363587001E+00,  3.6296627352E-01,  1.5219217543E-01, -4.8619832196E-13
  3.8464319762E+00,  3.6143598263E-01,  1.5163995958E-01, -4.8457383441E-13
  3.8565206114E+00,  3.5990892447E-01,  1.5108875077E-01, -4.8295277170E-13
  3.8666246507E+00,  3.5838509903E-01,  1.5053854826E-01, -4.8133512629E-13
  3.8767441393E+00,  3.5686450632E-01,  1.4998935136E-01, -4.7972089069E-13
  3.8868791225E+00,  3.5534714633E-01,  1.4944115933E-01, -4.7811005741E-13
  3.8970296460E+00,  3.5383301907E-01,  1.4889397147E-01, -4.7650261898E-13
  3.9071957557E+00,  3.5232212453E-01,  1.4834778707E-01, -4.7489856797E-13
  3.9173774976E+00,  3.5081446271E-01,  1.4780260542E-01, -4.7329789694E-13
  3.9275749181E+00,  3.4931003362E-01,  1.4725842582E-01, -4.7170059849E-13
  3.9377880639E+00,  3.4780883726E-01,  1.4671524756E-01, -4.7010666524E-13
  3.9480169817E+00,  3.4631087361E-01,  1.4617306995E-01, -4.6851608981E-13
  3.9582617187E+00,  3.4481614270E-01,  1.4563189230E-01, -4.6692886487E-13
  3.9685223221E+00,  3.4332464450E-01,  1.4509171390E-01, -4.6534498309E-13
  3.9787988397E+00,  3.4183637903E-01,  1.4455253406E-01, -4.6376443716E-13
  3.9890913191E+00,  3.4035134629E-01,  1.4401435211E-01, -4.6218721979E-13
  3.9993998086E+00,  3.3886954627E-01,  1.4347716736E-01, -4.6061332371E-13
  4.0097243564E+00,  3.3739097897E-01,  1.4294097912E-01, -4.5904274168E-13
  4.0200650113E+00,  3.3591564440E-01,  1.4240578671E-01, -4.5747546646E-13
  4.0304218219E+00,  3.3444354255E-01,  1.4187158947E-01, -4.5591149085E-13
  4.0407948376E+00,  3.3297467343E-01,  1.4133838670E-01, -4.5435080765E-13
  4.0511841077E+00,  3.3150903703E-01,  1.4080617775E-01, -4.5279340968E-13
  4.0615896818E+00,  3.3004663336E-01,  1.4027496195E-01, -4.5123928981E-13
  4.0720116099E+00,  3.2858746241E-01,  1.3974473863E-01, -4.4968844088E-13
  4.0824499421E+00,  3.2713152418E-01,  1.3921550713E-01, -4.4814085579E-13
  4.0929047291E+00,  3.2567881868E-01,  1.3868726678E-01, -4.4659652743E-13
  4.1033760215E+00,  3.2422934590E-01,  1.3816001694E-01, -4.4505544874E-13
  4.1138638703E+00,  3.2278310585E-01,  1.3763375695E-01, -4.4351761264E-13
  4.1243683268E+00,  3.2134009852E-01,  1.3710848615E-01, -4.4198301211E-13
  4.1348894428E+00,  3.1990032392E-01,  1.3658420390E-01, -4.4045164011E-13
  4.1454272699E+00,  3.1846378204E-01,  1.3606090956E-01, -4.3892348965E-13
  4.1559818603E+00,  3.1703047288E-01,  1.3553860248E-01, -4.3739855374E-13
  4.1665532666E+00,  3.1560039645E-01,  1.3501728202E-01, -4.3587682540E-13
  4.1771415415E+00,  3.1417355274E-01,  1.3449694754E-01, -4.3435829771E-13
  4.1877467379E+00,  3.1274994176E-01,  1.3397759842E-01, -4.3284296371E-13
  4.1983689092E+00,  3.1132956350E-01,  1.3345923401E-01, -4.3133081651E-13
  4.2090081090E+00,  3.0991241797E-01,  1.3294185369E-01, -4.2982184921E-13
  4.2196643912E+00,  3.0849850516E-01,  1.3242545684E-01, -4.2831605493E-13
  4.2303378101E+00,  3.0708782508E-01,  1.3191004284E-01, -4.2681342682E-13
  4.2410284201E+00,  3.0568037772E-01,  1.3139561105E-01, -4.2531395804E-13
  4.2517362761E+00,  3.0427616308E-01,  1.3088216088E-01, -4.2381764177E-13
  4.2624614333E+00,  3.0287518117E-01,  1.3036969169E-01, -4.2232447120E-13
  4.2732039470E+00,  3.0147743198E-01,  1.2985820289E-01, -4.2083443956E-13
  4.2839638731E+00,  3.0008291552E-01,  1.2934769386E-01, -4.1934754006E-13
  4.2947412675E+00,  2.9869163178E-01,  1.2883816400E-01, -4.1786376597E-13
  4.3055361868E+00,  2.9730358076E-01,  1.2832961270E-01, -4.1638311055E-13
  4.3163486877E+00,  2.9591876247E-01,  1.2782203937E-01, -4.1490556709E-13
  4.3271788271E+00,  2.9453717691E-01,  1.2731544341E-01, -4.1343112890E-13
  4.3380266624E+00,  2.9315882407E-01,  1.2680982423E-01, -4.1195978928E-13
  4.3488922514E+00,  2.9178370395E-01,  1.2630518123E-01, -4.1049154160E-13
  4.3597756521E+00,  2.9041181656E-01,  1.2580151383E-01, -4.0902637919E-13
  4.3706769228E+00,  2.8904316189E-01,  1.2529882144E-01, -4.0756429544E-13
  4.3815961222E+00,  2.8767773994E-01,  1.2479710348E-01, -4.0610528373E-13
  4.3925333094E+00,  2.8631555072E-01,  1.2429635937E-01, -4.0464933748E-13
  4.4034885438E+00,  2.8495659423E-01,  1.2379658854E-01, -4.0319645011E-13
  4.4144618851E+00,  2.8360087046E-01,  1.2329779042E-01, -4.0174661507E-13
  4.4254533934E+00,  2.8224837941E-01,  1.2279996442E-01, -4.0029982581E-13
  4.4364631290E+00,  2.8089912109E-01,  1.2230310999E-01, -3.9885607582E-13
  4.4474911529E+00,  2.7955309549E-01,  1.2180722657E-01, -3.9741535859E-13
  4.4585375261E+00,  2.7821030262E-01,  1.2131231358E-01, -3.9597766762E-13
  4.4696023101E+00,  2.7687074247E-01,  1.2081837047E-01, -3.9454299646E-13
  4.4806855669E+00,  2.7553441504E-01,  1.2032539670E-01, -3.9311133865E-13
  4.4917873586E+00,  2.7420132034E-01,  1.1983339169E-01, -3.9168268775E-13
  4.5029077478E+00,  2.7287145837E-01,  1.1934235492E-01, -3.9025703734E-13
  4.5140467975E+00,  2.7154482911E-01,  1.1885228582E-01, -3.8883438102E-13
  4.5252045711E+00,  2.7022143259E-01,  1.1836318386E-01, -3.8741471240E-13
  4.5363811323E+00,  2.6890126878E-01,  1.1787504849E-01, -3.8599802511E-13
  4.5475765452E+00,  2.6758433770E-01,  1.1738787919E-01, -3.8458431280E-13
  4.5587908743E+00,  2.6627063935E-01,  1.1690167541E-01, -3.8317356913E-13
  4.5700241846E+00,  2.6496017372E-01,  1.1641643663E-01, -3.8176578779E-13
  4.5812765411E+00,  2.6365294081E-01,  1.1593216231E-01, -3.8036096246E-13
  4.5925480098E+00,  2.6234894063E-01,  1.1544885193E-01, -3.7895908687E-13
  4.6038386565E+00,  2.6104817317E-01,  1.1496650498E-01, -3.7756015475E-13
  4.6151485478E+00,  2.5975063844E-01,  1.1448512093E-01, -3.7616415983E-13
  4.6264777506E+00,  2.5845633643E-01,  1.1400469926E-01, -3.7477109589E-13
  4.6378263322E+00,  2.5716526715E-01,  1.1352523946E-01, -3.7338095669E-13
  4.6491943602E+00,  2.5587743059E-01,  1.1304674103E-01, -3.7199373605E-13
  4.6605819028E+00,  2.5459282675E-01,  1.1256920346E-01, -3.7060942776E-13
  4.6719890285E+00,  2.5331145564E-01,  1.1209262625E-01, -3.6922802566E-13
  4.6834158063E+00,  2.5203331725E-01,  1.1161700889E-01, -3.6784952359E-13
  4.6948623055E+00,  2.5075841159E-01,  1.1114235088E-01, -3.6647391541E-13
  4.7063285961E+00,  2.4948673865E-01,  1.1066865174E-01, -3.6510119499E-13
  4.7178147481E+00,  2.4821829844E-01,  1.1019591098E-01, -3.6373135623E-13
  4.7293208325E+00,  2.4695309095E-01,  1.0972412810E-01, -3.6236439304E-13
  4.7408469202E+00,  2.4569111618E-01,  1.0925330263E-01, -3.6100029934E-13
  4.7523930828E+00,  2.4443237414E-01,  1.0878343407E-01, -3.5963906906E-13
  4.7639593925E+00,  2.4317686483E-01,  1.0831452196E-01, -3.5828069617E-13
  4.7755459216E+00,  2.4192458824E-01,  1.0784656582E-01, -3.5692517464E-13
  4.7871527431E+00,  2.4067554437E-01,  1.0737956518E-01, -3.5557249844E-13
  4.7987799305E+00,  2.3942973322E-01,  1.0691351956E-01, -3.5422266160E-13
  4.8104275576E+00,  2.3818715480E-01,  1.0644842851E-01, -3.5287565811E-13
  4.8220956988E+00,  2.3694780911E-01,  1.0598429157E-01, -3.5153148202E-13
  4.8337844288E+00,  2.3571169614E-01,  1.0552110826E-01, -3.5019012738E-13
  4.8454938231E+00,  2.3447881589E-01,  1.0505887815E-01, -3.4885158825E-13
  4.8572239573E+00,  2.3324916837E-01,  1.0459760077E-01, -3.4751585871E-13
  4.8689749077E+00,  2.3202275357E-01,  1.0413727569E-01, -3.4618293286E-13
  4.8807467512E+00,  2.3079957150E-01,  1.0367790244E-01, -3.4485280481E-13
  4.8925395650E+00,  2.2957962215E-01,  1.0321948060E-01, -3.4352546868E-13
  4.9043534268E+00,  2.2836290553E-01,  1.0276200972E-01, -3.4220091862E-13
  4.9161884149E+00,  2.2714942163E-01,  1.0230548937E-01, -3.4087914878E-13
  4.9280446082E+00,  2.2593917045E-01,  1.0184991911E-01, -3.3956015333E-13
  4.9399220858E+00,  2.2473215200E-01,  1.0139529852E-01, -3.3824392647E-13
  4.9518209277E+00,  2.2352836627E-01,  1.0094162717E-01, -3.3693046240E-13
