z_m,potential_v,electric_field_v_m,charge_c_m3
  2.1164030738E+00,  1.6428368159E+00,  6.5862576824E-01, -2.0964484986E-12
  2.1251268118E+00,  1.6371001348E+00,  6.5656440427E-01, -2.0879364921E-12
  2.1338652182E+00,  1.6313717995E+00,  6.5450795803E-01, -2.0794588101E-12
  2.1426183194E+00,  1.6256518100E+00,  6.5245641756E-01, -2.0710152979E-12
  2.1513861422E+00,  1.6199401663E+00,  6.5040977096E-01, -2.0626058016E-12
  2.1601687134E+00,  1.6142368683E+00,  6.4836800635E-01, -2.0542301680E-12
  2.1689660598E+00,  1.6085419162E+00,  6.4633111190E-01, -2.0458882448E-12
  2.1777782086E+00,  1.6028553098E+00,  6.4429907580E-01, -2.0375798803E-12
  2.1866051866E+00,  1.5971770492E+00,  6.4227188631E-01, -2.0293049238E-12
  2.1954470210E+00,  1.5915071343E+00,  6.4024953171E-01, -2.0210632253E-12
  2.2043037391E+00,  1.5858455653E+00,  6.3823200033E-01, -2.0128546354E-12
  2.2131753680E+00,  1.5801923420E+00,  6.3621928051E-01, -2.0046790056E-12
  2.2220619353E+00,  1.5745474646E+00,  6.3421136067E-01, -1.9965361882E-12
  2.2309634682E+00,  1.5689109329E+00,  6.3220822924E-01, -1.9884260360E-12
  2.2398799945E+00,  1.5632827469E+00,  6.3020987470E-01, -1.9803484030E-12
  2.2488115417E+00,  1.5576629068E+00,  6.2821628557E-01, -1.9723031435E-12
  2.2577581374E+00,  1.5520514124E+00,  6.2622745040E-01, -1.9642901127E-12
  2.2667198096E+00,  1.5464482639E+00,  6.2424335779E-01, -1.9563091666E-12
  2.2756965861E+00,  1.5408534611E+00,  6.2226399635E-01, -1.9483601618E-12
  2.2846884949E+00,  1.5352670041E+00,  6.2028935477E-01, -1.9404429557E-12
  2.2936955639E+00,  1.5296888928E+00,  6.1831942175E-01, -1.9325574066E-12
  2.3027178214E+00,  1.5241191274E+00,  6.1635418602E-01, -1.9247033731E-12
  2.3117552955E+00,  1.5185577077E+00,  6.1439363638E-01, -1.9168807148E-12
  2.3208080146E+00,  1.5130046338E+00,  6.1243776163E-01, -1.9090892921E-12
  2.3298760071E+00,  1.5074599057E+00,  6.1048655064E-01, -1.9013289659E-12
  2.3389593015E+00,  1.5019235234E+00,  6.0853999229E-01, -1.8935995977E-12
  2.3480579263E+00,  1.4963954868E+00,  6.0659807552E-01, -1.8859010501E-12
  2.3571719102E+00,  1.4908757960E+00,  6.0466078929E-01, -1.8782331861E-12
  2.3663012819E+00,  1.4853644511E+00,  6.0272812260E-01, -1.8705958693E-12
  2.3754460704E+00,  1.4798614519E+00,  6.0080006449E-01, -1.8629889644E-12
  2.3846063044E+00,  1.4743667984E+00,  5.9887660403E-01, -1.8554123363E-12
  2.3937820131E+00,  1.4688804908E+00,  5.9695773034E-01, -1.8478658508E-12
  2.4029732256E+00,  1.4634025289E+00,  5.9504343257E-01, -1.8403493746E-12
  2.4121799710E+00,  1.4579329128E+00,  5.9313369989E-01, -1.8328627746E-12
  2.4214022787E+00,  1.4524716425E+00,  5.9122852152E-01, -1.8254059188E-12
  2.4306401780E+00,  1.4470187180E+00,  5.8932788673E-01, -1.8179786755E-12
  2.4398936984E+00,  1.4415741393E+00,  5.8743178479E-01, -1.8105809140E-12
  2.4491628695E+00,  1.4361379063E+00,  5.8554020504E-01, -1.8032125040E-12
  2.4584477210E+00,  1.4307100191E+00,  5.8365313684E-01, -1.7958733160E-12
  2.4677482826E+00,  1.4252904777E+00,  5.8177056957E-01, -1.7885632211E-12
  2.4770645841E+00,  1.4198792821E+00,  5.7989249268E-01, -1.7812820911E-12
  2.4863966556E+00,  1.4144764323E+00,  5.7801889563E-01, -1.7740297982E-12
  2.4957445270E+00,  1.4090819282E+00,  5.7614976791E-01, -1.7668062157E-12
  2.5051082285E+00,  1.4036957699E+00,  5.7428509907E-01, -1.7596112170E-12
  2.5144877903E+00,  1.3983179574E+00,  5.7242487866E-01, -1.7524446766E-12
  2.5238832428E+00,  1.3929484907E+00,  5.7056909631E-01, -1.7453064693E-12
  2.5332946163E+00,  1.3875873698E+00,  5.6871774164E-01, -1.7381964708E-12
  2.5427219414E+00,  1.3822345946E+00,  5.6687080432E-01, -1.7311145571E-12
  2.5521652487E+00,  1.3768901653E+00,  5.6502827407E-01, -1.7240606051E-12
  2.5616245689E+00,  1.3715540817E+00,  5.6319014063E-01, -1.7170344922E-12
  2.5710999329E+00,  1.3662263439E+00,  5.6135639376E-01, -1.7100360965E-12
  2.5805913715E+00,  1.3609069518E+00,  5.5952702327E-01, -1.7030652964E-12
  2.5900989158E+00,  1.3555959056E+00,  5.5770201901E-01, -1.6961219713E-12
  2.5996225968E+00,  1.3502932051E+00,  5.5588137085E-01, -1.6892060011E-12
  2.6091624458E+00,  1.3449988504E+00,  5.5406506871E-01, -1.6823172661E-12
  2.6187184941E+00,  1.3397128415E+00,  5.5225310251E-01, -1.6754556474E-12
  2.6282907731E+00,  1.3344351784E+00,  5.5044546223E-01, -1.6686210266E-12
  2.6378793143E+00,  1.3291658611E+00,  5.4864213788E-01, -1.6618132859E-12
  2.6474841493E+00,  1.3239048895E+00,  5.4684311951E-01, -1.6550323082E-12
  2.6571053098E+00,  1.3186522637E+00,  5.4504839718E-01, -1.6482779767E-12
  2.6667428278E+00,  1.3134079837E+00,  5.4325796099E-01, -1.6415501756E-12
  2.6763967350E+00,  1.3081720495E+00,  5.4147180109E-01, -1.6348487892E-12
  2.6860670635E+00,  1.3029444610E+00,  5.3968990765E-01, -1.6281737028E-12
  2.6957538454E+00,  1.2977252184E+00,  5.3791227086E-01, -1.6215248019E-12
  2.7054571130E+00,  1.2925143215E+00,  5.3613888096E-01, -1.6149019729E-12
  2.7151768986E+00,  1.2873117704E+00,  5.3436972822E-01, -1.6083051026E-12
  2.7249132347E+00,  1.2821175651E+00,  5.3260480294E-01, -1.6017340783E-12
  2.7346661538E+00,  1.2769317056E+00,  5.3084409544E-01, -1.5951887880E-12
  2.7444356885E+00,  1.2717541918E+00,  5.2908759608E-01, -1.5886691201E-12
  2.7542218717E+00,  1.2665850238E+00,  5.2733529527E-01, -1.5821749638E-12
  2.7640247362E+00,  1.2614242016E+00,  5.2558718341E-01, -1.5757062085E-12
  2.7738443149E+00,  1.2562717252E+00,  5.2384325098E-01, -1.5692627444E-12
  2.7836806410E+00,  1.2511275946E+00,  5.2210348845E-01, -1.5628444622E-12
  2.7935337477E+00,  1.2459918097E+00,  5.2036788635E-01, -1.5564512532E-12
  2.8034036682E+00,  1.2408643707E+00,  5.1863643522E-01, -1.5500830090E-12
  2.8132904360E+00,  1.2357452774E+00,  5.1690912563E-01, -1.5437396219E-12
  2.8231940846E+00,  1.2306345299E+00,  5.1518594822E-01, -1.5374209848E-12
  2.8331146477E+00,  1.2255321281E+00,  5.1346689360E-01, -1.5311269911E-12
  2.8430521590E+00,  1.2204380722E+00,  5.1175195246E-01, -1.5248575345E-12
  2.8530066523E+00,  1.2153523620E+00,  5.1004111549E-01, -1.5186125095E-12
  2.8629781616E+00,  1.2102749976E+00,  5.0833437344E-01, -1.5123918111E-12
  2.8729667210E+00,  1.2052059790E+00,  5.0663171705E-01, -1.5061953346E-12
  2.8829723647E+00,  1.2001453062E+00,  5.0493313713E-01, -1.5000229759E-12
  2.8929951271E+00,  1.1950929791E+00,  5.0323862450E-01, -1.4938746316E-12
  2.9030350425E+00,  1.1900489979E+00,  5.0154817001E-01, -1.4877501987E-12
  2.9130921455E+00,  1.1850133624E+00,  4.9986176453E-01, -1.4816495745E-12
  2.9231664707E+00,  1.1799860727E+00,  4.9817939899E-01, -1.4755726571E-12
  2.9332580530E+00,  1.1749671288E+00,  4.9650106432E-01, -1.4695193450E-12
  2.9433669271E+00,  1.1699565306E+00,  4.9482675150E-01, -1.4634895371E-12
  2.9534931282E+00,  1.1649542783E+00,  4.9315645152E-01, -1.4574831329E-12
  2.9636366913E+00,  1.1599603717E+00,  4.9149015542E-01, -1.4515000323E-12
  2.9737976517E+00,  1.1549748109E+00,  4.8982785425E-01, -1.4455401359E-12
  2.9839760448E+00,  1.1499975959E+00,  4.8816953911E-01, -1.4396033446E-12
  2.9941719060E+00,  1.1450287266E+00,  4.8651520109E-01, -1.4336895598E-12
  3.0043852709E+00,  1.1400682032E+00,  4.8486483137E-01, -1.4277986833E-12
  3.0146161753E+00,  1.1351160255E+00,  4.8321842109E-01, -1.4219306177E-12
  3.0248646549E+00,  1.1301721936E+00,  4.8157596148E-01, -1.4160852658E-12
  3.0351307459E+00,  1.1252367075E+00,  4.7993744376E-01, -1.4102625308E-12
  3.0454144841E+00,  1.1203095672E+00,  4.7830285918E-01, -1.4044623167E-12
  3.0557159060E+00,  1.1153907726E+00,  4.7667219905E-01, -1.3986845277E-12
  3.0660350477E+00,  1.1104803238E+00,  4.7504545467E-01, -1.3929290686E-12
  3.0763719458E+00,  1.1055782209E+00,  4.7342261739E-01, -1.3871958445E-12
  3.0867266368E+00,  1.1006844636E+00,  4.7180367857E-01, -1.3814847612E-12
  3.0970991574E+00,  1.0957990522E+00,  4.7018862963E-01, -1.3757957248E-12
  3.1074895445E+00,  1.0909219866E+00,  4.6857746199E-01, -1.3701286419E-12
  3.1178978350E+00,  1.0860532667E+00,  4.6697016710E-01, -1.3644834195E-12
  3.1283240660E+00,  1.0811928926E+00,  4.6536673645E-01, -1.3588599652E-12
  3.1387682748E+00,  1.0763408643E+00,  4.6376716155E-01, -1.3532581869E-12
  3.1492304986E+00,  1.0714971818E+00,  4.6217143393E-01, -1.3476779929E-12
  3.1597107749E+00,  1.0666618450E+00,  4.6057954517E-01, -1.3421192922E-12
  3.1702091414E+00,  1.0618348541E+00,  4.5899148685E-01, -1.3365819941E-12
  3.1807256357E+00,  1.0570162089E+00,  4.5740725060E-01, -1.3310660082E-12
  3.1912602957E+00,  1.0522059095E+00,  4.5582682806E-01, -1.3255712447E-12
  3.2018131595E+00,  1.0474039559E+00,  4.5425021091E-01, -1.3200976142E-12
  3.2123842650E+00,  1.0426103480E+00,  4.5267739084E-01, -1.3146450278E-12
  3.2229736507E+00,  1.0378250860E+00,  4.5110835959E-01, -1.3092133970E-12
  3.2335813548E+00,  1.0330481697E+00,  4.4954310890E-01, -1.3038026335E-12
  3.2442074159E+00,  1.0282795992E+00,  4.4798163056E-01, -1.2984126498E-12
  3.2548518727E+00,  1.0235193745E+00,  4.4642391639E-01, -1.2930433586E-12
  3.2655147638E+00,  1.0187674955E+00,  4.4486995820E-01, -1.2876946731E-12
  3.2761961284E+00,  1.0140239624E+00,  4.4331974786E-01, -1.2823665068E-12
  3.2868960053E+00,  1.0092887750E+00,  4.4177327725E-01, -1.2770587738E-12
  3.2976144339E+00,  1.0045619334E+00,  4.4023053830E-01, -1.2717713885E-12
  3.3083514534E+00,  9.9984343761E-01,  4.3869152293E-01, -1.2665042656E-12
  3.3191071034E+00,  9.9513328758E-01,  4.3715622311E-01, -1.2612573206E-12
  3.3298814233E+00,  9.9043148333E-01,  4.3562463083E-01, -1.2560304690E-12
  3.3406744531E+00,  9.8573802486E-01,  4.3409673811E-01, -1.2508236268E-12
  3.3514862326E+00,  9.8105291217E-01,  4.3257253699E-01, -1.2456367106E-12
  3.3623168018E+00,  9.7637614526E-01,  4.3105201953E-01, -1.2404696372E-12
  3.3731662008E+00,  9.7170772413E-01,  4.2953517782E-01, -1.2353223240E-12
  3.3840344701E+00,  9.6704764878E-01,  4.2802200399E-01, -1.2301946884E-12
  3.3949216500E+00,  9.6239591921E-01,  4.2651249018E-01, -1.2250866488E-12
  3.4058277813E+00,  9.5775253543E-01,  4.2500662855E-01, -1.2199981233E-12
  3.4167529045E+00,  9.5311749742E-01,  4.2350441130E-01, -1.2149290311E-12
  3.4276970606E+00,  9.4849080520E-01,  4.2200583064E-01, -1.2098792912E-12
  3.4386602907E+00,  9.4387245875E-01,  4.2051087883E-01, -1.2048488233E-12
  3.4496426360E+00,  9.3926245809E-01,  4.1901954812E-01, -1.1998375474E-12
  3.4606441377E+00,  9.3466080321E-01,  4.1753183081E-01, -1.1948453839E-12
  3.4716648373E+00,  9.3006749411E-01,  4.1604771922E-01, -1.1898722537E-12
  3.4827047765E+00,  9.2548253079E-01,  4.1456720569E-01, -1.1849180778E-12
  3.4937639971E+00,  9.2090591325E-01,  4.1309028259E-01, -1.1799827778E-12
  3.5048425409E+00,  9.1633764149E-01,  4.1161694230E-01, -1.1750662756E-12
  3.5159404501E+00,  9.1177771551E-01,  4.1014717725E-01, -1.1701684935E-12
  3.5270577669E+00,  9.0722613532E-01,  4.0868097987E-01, -1.1652893542E-12
  3.5381945337E+00,  9.0268290090E-01,  4.0721834262E-01, -1.1604287807E-12
  3.5493507930E+00,  8.9814801226E-01,  4.0575925800E-01, -1.1555866963E-12
  3.5605265874E+00,  8.9362146941E-01,  4.0430371851E-01, -1.1507630249E-12
  3.5717219600E+00,  8.8910327233E-01,  4.0285171670E-01, -1.1459576906E-12
  3.5829369535E+00,  8.8459342104E-01,  4.0140324511E-01, -1.1411706179E-12
  3.5941716112E+00,  8.8009191553E-01,  3.9995829634E-01, -1.1364017315E-12
  3.6054259764E+00,  8.7559875580E-01,  3.9851686298E-01, -1.1316509569E-12
  3.6167000927E+00,  8.7111394185E-01,  3.9707893768E-01, -1.1269182194E-12
  3.6279940035E+00,  8.6663747368E-01,  3.9564451308E-01, -1.1222034450E-12
  3.6393077526E+00,  8.6216935129E-01,  3.9421358186E-01, -1.1175065600E-12
  3.6506413841E+00,  8.5770957468E-01,  3.9278613673E-01, -1.1128274911E-12
  3.6619949421E+00,  8.5325814385E-01,  3.9136217040E-01, -1.1081661652E-12
  3.6733684708E+00,  8.4881505880E-01,  3.8994167562E-01, -1.1035225095E-12
  3.6847620146E+00,  8.4438031954E-01,  3.8852464516E-01, -1.0988964519E-12
  3.6961756181E+00,  8.3995392605E-01,  3.8711107183E-01, -1.0942879203E-12
  3.7076093261E+00,  8.3553587835E-01,  3.8570094842E-01, -1.0896968430E-12
  3.7190631835E+00,  8.3112617642E-01,  3.8429426778E-01, -1.0851231488E-12
  3.7305372354E+00,  8.2672482028E-01,  3.8289102278E-01, -1.0805667666E-12
  3.7420315271E+00,  8.2233180992E-01,  3.8149120629E-01, -1.0760276260E-12
  3.7535461040E+00,  8.1794714534E-01,  3.8009481123E-01, -1.0715056564E-12
  3.7650810116E+00,  8.1357082654E-01,  3.7870183052E-01, -1.0670007881E-12
  3.7766362958E+00,  8.0920285352E-01,  3.7731225712E-01, -1.0625129514E-12
  3.7882120024E+00,  8.0484322628E-01,  3.7592608399E-01, -1.0580420769E-12
  3.7998081775E+00,  8.0049194482E-01,  3.7454330414E-01, -1.0535880957E-12
  3.8114248675E+00,  7.9614900914E-01,  3.7316391058E-01, -1.0491509391E-12
  3.8230621188E+00,  7.9181441924E-01,  3.7178789636E-01, -1.0447305389E-12
  3.8347199779E+00,  7.8748817513E-01,  3.7041525454E-01, -1.0403268270E-12
  3.8463984917E+00,  7.8317027679E-01,  3.6904597820E-01, -1.0359397358E-12
  3.8580977072E+00,  7.7886072424E-01,  3.6768006045E-01, -1.0315691979E-12
  3.8698176714E+00,  7.7455951746E-01,  3.6631749441E-01, -1.0272151462E-12
  3.8815584317E+00,  7.7026665647E-01,  3.6495827325E-01, -1.0228775141E-12
  3.8933200357E+00,  7.6598214126E-01,  3.6360239013E-01, -1.0185562352E-12
  3.9051025309E+00,  7.6170597183E-01,  3.6224983824E-01, -1.0142512432E-12
  3.9169059652E+00,  7.5743814818E-01,  3.6090061080E-01, -1.0099624726E-12
  3.9287303867E+00,  7.5317867031E-01,  3.5955470105E-01, -1.0056898577E-12
  3.9405758436E+00,  7.4892753822E-01,  3.5821210225E-01, -1.0014333334E-12
  3.9524423842E+00,  7.4468475191E-01,  3.5687280767E-01, -9.9719283494E-13
  3.9643300572E+00,  7.4045031138E-01,  3.5553681061E-01, -9.9296829768E-13
  3.9762389113E+00,  7.3622421664E-01,  3.5420410440E-01, -9.8875965738E-13
  3.9881689955E+00,  7.3200646767E-01,  3.5287468238E-01, -9.8456685012E-13
  4.0001203589E+00,  7.2779706449E-01,  3.5154853791E-01, -9.8038981223E-13
  4.0120930508E+00,  7.2359600708E-01,  3.5022566438E-01, -9.7622848038E-13
  4.0240871208E+00,  7.1940329546E-01,  3.4890605519E-01, -9.7208279152E-13
  4.0361026185E+00,  7.1521892962E-01,  3.4758970378E-01, -9.6795268290E-13
  4.0481395939E+00,  7.1104290956E-01,  3.4627660358E-01, -9.6383809205E-13
  4.0601980969E+00,  7.0687523527E-01,  3.4496674807E-01, -9.5973895681E-13
  4.0722781780E+00,  7.0271590677E-01,  3.4366013073E-01, -9.5565521532E-13
  4.0843798875E+00,  6.9856492405E-01,  3.4235674507E-01, -9.5158680598E-13
  4.0965032761E+00,  6.9442228712E-01,  3.4105658463E-01, -9.4753366750E-13
  4.1086483947E+00,  6.9028799596E-01,  3.3975964295E-01, -9.4349573887E-13
  4.1208152943E+00,  6.8616205058E-01,  3.3846591360E-01, -9.3947295938E-13
  4.1330040262E+00,  6.8204445098E-01,  3.3717539018E-01, -9.3546526858E-13
  4.1452146418E+00,  6.7793519717E-01,  3.3588806629E-01, -9.3147260631E-13
  4.1574471927E+00,  6.7383428913E-01,  3.3460393556E-01, -9.2749491270E-13
  4.1697017309E+00,  6.6974172688E-01,  3.3332299165E-01, -9.2353212816E-13
  4.1819783082E+00,  6.6565751041E-01,  3.3204522822E-01, -9.1958419337E-13
  4.1942769771E+00,  6.6158163972E-01,  3.3077063897E-01, -9.1565104929E-13
  4.2065977899E+00,  6.5751411480E-01,  3.2949921761E-01, -9.1173263716E-13
  4.2189407994E+00,  6.5345493567E-01,  3.2823095786E-01, -9.0782889848E-13
  4.2313060582E+00,  6.4940410232E-01,  3.2696585348E-01, -9.0393977504E-13
  4.2436936197E+00,  6.4536161475E-01,  3.2570389824E-01, -9.0006520889E-13
  4.2561035369E+00,  6.4132747297E-01,  3.2444508592E-01, -8.9620514236E-13
  4.2685358633E+00,  6.3730167696E-01,  3.2318941033E-01, -8.9235951803E-13
  4.2809906528E+00,  6.3328422673E-01,  3.2193686531E-01, -8.8852827877E-13
  4.2934679591E+00,  6.2927512229E-01,  3.2068744469E-01, -8.8471136771E-13
  4.3059678365E+00,  6.2527436362E-01,  3.1944114235E-01, -8.8090872822E-13
  4.3184903391E+00,  6.2128195074E-01,  3.1819795217E-01, -8.7712030396E-13
  4.3310355216E+00,  6.1729788363E-01,  3.1695786806E-01, -8.7334603886E-13
  4.3436034388E+00,  6.1332216231E-01,  3.1572088393E-01, -8.6958587707E-13
  4.3561941455E+00,  6.0935478677E-01,  3.1448699374E-01, -8.6583976305E-13
  4.3688076970E+00,  6.0539575701E-01,  3.1325619145E-01, -8.6210764147E-13
  4.3814441487E+00,  6.0144507303E-01,  3.1202847103E-01, -8.5838945729E-13
  4.3941035562E+00,  5.9750273483E-01,  3.1080382648E-01, -8.5468515570E-13
  4.4067859754E+00,  5.9356874241E-01,  3.0958225183E-01, -8.5099468218E-13
  4.4194914624E+00,  5.8964309577E-01,  3.0836374111E-01, -8.4731798242E-13
  4.4322200734E+00,  5.8572579491E-01,  3.0714828838E-01, -8.4365500239E-13
  4.4449718650E+00,  5.8181683983E-01,  3.0593588771E-01, -8.4000568830E-13
  4.4577468938E+00,  5.7791623054E-01,  3.0472653320E-01, -8.3636998661E-13
  4.4705452170E+00,  5.7402396702E-01,  3.0352021895E-01, -8.3274784403E-13
  4.4833668917E+00,  5.7014004929E-01,  3.0231693910E-01, -8.2913920751E-13
  4.4962119753E+00,  5.6626447734E-01,  3.0111668779E-01, -8.2554402424E-13
  4.5090805254E+00,  5.6239725116E-01,  2.9991945920E-01, -8.2196224169E-13
  4.5219726001E+00,  5.5853837077E-01,  2.9872524750E-01, -8.1839380752E-13
  4.5348882574E+00,  5.5468783616E-01,  2.9753404690E-01, -8.1483866966E-13
  4.5478275556E+00,  5.5084564733E-01,  2.9634585161E-01, -8.1129677629E-13
  4.5607905534E+00,  5.4701180428E-01,  2.9516065589E-01, -8.0776807581E-13
  4.5737773097E+00,  5.4318630701E-01,  2.9397845398E-01, -8.0425251686E-13
  4.5867878834E+00,  5.3936915552E-01,  2.9279924016E-01, -8.0075004832E-13
  4.5998223339E+00,  5.3556034982E-01,  2.9162300872E-01, -7.9726061931E-13
  4.6128807208E+00,  5.3175988989E-01,  2.9044975397E-01, -7.9378417917E-13
  4.6259631038E+00,  5.2796777575E-01,  2.8927947025E-01, -7.9032067750E-13
  4.6390695430E+00,  5.2418400738E-01,  2.8811215189E-01, -7.8687006410E-13
  4.6522000987E+00,  5.2040858480E-01,  2.8694779326E-01, -7.8343228902E-13
  4.6653548314E+00,  5.1664150799E-01,  2.8578638874E-01, -7.8000730254E-13
  4.6785338019E+00,  5.1288277697E-01,  2.8462793274E-01, -7.7659505515E-13
  4.6917370712E+00,  5.0913239173E-01,  2.8347241965E-01, -7.7319549759E-13
  4.7049647006E+00,  5.0539035227E-01,  2.8231984393E-01, -7.6980858082E-13
  4.7182167516E+00,  5.0165665859E-01,  2.8117020001E-01, -7.6643425601E-13
  4.7314932861E+00,  4.9793131069E-01,  2.8002348237E-01, -7.6307247456E-13
  4.7447943660E+00,  4.9421430857E-01,  2.7887968549E-01, -7.5972318812E-13
  4.7581200537E+00,  4.9050565223E-01,  2.7773880388E-01, -7.5638634853E-13
  4.7714704117E+00,  4.8680534168E-01,  2.7660083204E-01, -7.5306190785E-13
  4.7848455028E+00,  4.8311337690E-01,  2.7546576453E-01, -7.4974981838E-13
  4.7982453900E+00,  4.7942975791E-01,  2.7433359589E-01, -7.4645003262E-13
  4.8116701368E+00,  4.7575448469E-01,  2.7320432069E-01, -7.4316250330E-13
  4.8251198068E+00,  4.7208755726E-01,  2.7207793352E-01, -7.3988718335E-13
  4.8385944637E+00,  4.6842897560E-01,  2.7095442898E-01, -7.3662402595E-13
  4.8520941717E+00,  4.6477873973E-01,  2.6983380169E-01, -7.3337298444E-13
  4.8656189952E+00,  4.6113684964E-01,  2.6871604629E-01, -7.3013401242E-13
  4.8791689989E+00,  4.5750330533E-01,  2.6760115744E-01, -7.2690706369E-13
  4.8927442477E+00,  4.5387810680E-01,  2.6648912980E-01, -7.2369209223E-13
  4.9063448068E+00,  4.5026125405E-01,  2.6537995806E-01, -7.2048905228E-13
  4.9199707417E+00,  4.4665274708E-01,  2.6427363692E-01, -7.1729789826E-13
  4.9336221182E+00,  4.4305258590E-01,  2.6317016111E-01, -7.1411858478E-13
  4.9472990022E+00,  4.3946077049E-01,  2.6206952536E-01, -7.1095106670E-13
  4.9610014601E+00,  4.3587730086E-01,  2.6097172442E-01, -7.0779529906E-13
  4.9747295586E+00,  4.3230217702E-01,  2.5987675305E-01, -7.0465123710E-13
  4.9884833644E+00,  4.2873539895E-01,  2.5878460606E-01, -7.0151883628E-13
  5.0022629447E+00,  4.2517696667E-01,  2.5769527823E-01, -6.9839805224E-13
  5.0160683669E+00,  4.2162688017E-01,  2.5660876438E-01, -6.9528884085E-13
  5.0298996989E+00,  4.1808513945E-01,  2.5552505934E-01, -6.9219115816E-13
  5.0437570085E+00,  4.1455174451E-01,  2.5444415797E-01, -6.8910496042E-13
  5.0576403642E+00,  4.1102669534E-01,  2.5336605513E-01, -6.8603020410E-13
  5.0715498345E+00,  4.0750999197E-01,  2.5229074570E-01, -6.8296684583E-13
  5.0854854882E+00,  4.0400163437E-01,  2.5121822458E-01, -6.7991484247E-13
  5.0994473947E+00,  4.0050162255E-01,  2.5014848667E-01, -6.7687415107E-13
  5.1134356233E+00,  3.9700995651E-01,  2.4908152691E-01, -6.7384472886E-13
  5.1274502438E+00,  3.9352663626E-01,  2.4801734024E-01, -6.7082653327E-13
  5.1414913264E+00,  3.9005166178E-01,  2.4695592162E-01, -6.6781952193E-13
  5.1555589413E+00,  3.8658503308E-01,  2.4589726602E-01, -6.6482365266E-13
  5.1696531594E+00,  3.8312675017E-01,  2.4484136844E-01, -6.6183888345E-13
  5.1837740515E+00,  3.7967681304E-01,  2.4378822387E-01, -6.5886517252E-13
  5.1979216890E+00,  3.7623522169E-01,  2.4273782735E-01, -6.5590247824E-13
  5.2120961434E+00,  3.7280197611E-01,  2.4169017390E-01, -6.5295075919E-13
  5.2262974867E+00,  3.6937707632E-01,  2.4064525859E-01, -6.5000997413E-13
  5.2405257912E+00,  3.6596052231E-01,  2.3960307647E-01, -6.4708008201E-13
  5.2547811292E+00,  3.6255231408E-01,  2.3856362262E-01, -6.4416104196E-13
  5.2690635738E+00,  3.5915245163E-01,  2.3752689215E-01, -6.4125281330E-13
  5.2833731981E+00,  3.5576093497E-01,  2.3649288017E-01, -6.3835535553E-13
  5.2977100755E+00,  3.5237776408E-01,  2.3546158181E-01, -6.3546862833E-13
  5.3120742799E+00,  3.4900293897E-01,  2.3443299220E-01, -6.3259259157E-13
  5.3264658855E+00,  3.4563645965E-01,  2.3340710651E-01, -6.2972720529E-13
  5.3408849666E+00,  3.4227832610E-01,  2.3238391990E-01, -6.2687242972E-13
  5.3553315981E+00,  3.3892853834E-01,  2.3136342757E-01, -6.2402822525E-13
  5.3698058550E+00,  3.3558709636E-01,  2.3034562471E-01, -6.2119455249E-13
  5.3843078130E+00,  3.3225400016E-01,  2.2933050655E-01, -6.1837137217E-13
  5.3988375476E+00,  3.2892924973E-01,  2.2831806831E-01, -6.1555864525E-13
  5.4133951351E+00,  3.2561284509E-01,  2.2730830524E-01, -6.1275633282E-13
  5.4279806519E+00,  3.2230478623E-01,  2.2630121260E-01, -6.0996439618E-13
  5.4425941748E+00,  3.1900507315E-01,  2.2529678566E-01, -6.0718279679E-13
  5.4572357808E+00,  3.1571370586E-01,  2.2429501973E-01, -6.0441149628E-13
  5.4719055476E+00,  3.1243068434E-01,  2.2329591009E-01, -6.0165045645E-13
  5.4866035529E+00,  3.0915600860E-01,  2.2229945207E-01, -5.9889963929E-13
  5.5013298749E+00,  3.0588967865E-01,  2.2130564100E-01, -5.9615900693E-13
  5.5160845921E+00,  3.0263169447E-01,  2.2031447222E-01, -5.9342852169E-13
  5.5308677834E+00,  2.9938205608E-01,  2.1932594111E-01, -5.9070814607E-13
  5.5456795279E+00,  2.9614076346E-01,  2.1834004303E-01, -5.8799784270E-13
  5.5605199054E+00,  2.9290781663E-01,  2.1735677338E-01, -5.8529757441E-13
  5.5753889956E+00,  2.8968321558E-01,  2.1637612756E-01, -5.8260730420E-13
  5.5902868789E+00,  2.8646696031E-01,  2.1539810098E-01, -5.7992699520E-13
  5.6052136360E+00,  2.8325905082E-01,  2.1442268908E-01, -5.7725661073E-13
  5.6201693479E+00,  2.8005948711E-01,  2.1344988731E-01, -5.7459611428E-13
  5.6351540959E+00,  2.7686826918E-01,  2.1247969113E-01, -5.7194546949E-13
  5.6501679618E+00,  2.7368539703E-01,  2.1151209600E-01, -5.6930464017E-13
  5.6652110278E+00,  2.7051087066E-01,  2.1054709742E-01, -5.6667359027E-13
  5.6802833762E+00,  2.6734469008E-01,  2.0958469089E-01, -5.6405228394E-13
  5.6953850901E+00,  2.6418685527E-01,  2.0862487192E-01, -5.6144068545E-13
  5.7105162527E+00,  2.6103736625E-01,  2.0766763604E-01, -5.5883875926E-13
  5.7256769475E+00,  2.5789622300E-01,  2.0671297880E-01, -5.5624646996E-13
  5.7408672587E+00,  2.5476342554E-01,  2.0576089576E-01, -5.5366378233E-13
  5.7560872705E+00,  2.5163897386E-01,  2.0481138247E-01, -5.5109066128E-13
  5.7713370678E+00,  2.4852286795E-01,  2.0386443454E-01, -5.4852707189E-13
  5.7866167358E+00,  2.4541510783E-01,  2.0292004754E-01, -5.4597297939E-13
