z_m,potential_v,electric_field_v_m,charge_c_m3
  8.7429634278E+00, -1.9940426616E+00, -1.8071800668E-01,  1.3447503992E-13
  8.7751584589E+00, -1.9882323055E+00, -1.8022956149E-01,  1.3418664212E-13
  8.8073937199E+00, -1.9824304269E+00, -1.7974155659E-01,  1.3389787304E-13
  8.8396693503E+00, -1.9766370260E+00, -1.7925399384E-01,  1.3360873891E-13
  8.8719854901E+00, -1.9708521028E+00, -1.7876687509E-01,  1.3331924594E-13
  8.9043422799E+00, -1.9650756572E+00, -1.7828020217E-01,  1.3302940024E-13
  8.9367398606E+00, -1.9593076892E+00, -1.7779397691E-01,  1.3273920792E-13
  8.9691783740E+00, -1.9535481988E+00, -1.7730820111E-01,  1.3244867501E-13
  9.0016579620E+00, -1.9477971861E+00, -1.7682287658E-01,  1.3215780750E-13
  9.0341787672E+00, -1.9420546509E+00, -1.7633800511E-01,  1.3186661133E-13
  9.0667409329E+00, -1.9363205935E+00, -1.7585358846E-01,  1.3157509240E-13
  9.0993446027E+00, -1.9305950136E+00, -1.7536962842E-01,  1.3128325656E-13
  9.1319899207E+00, -1.9248779114E+00, -1.7488612673E-01,  1.3099110960E-13
  9.1646770319E+00, -1.9191692868E+00, -1.7440308515E-01,  1.3069865729E-13
  9.1974060815E+00, -1.9134691399E+00, -1.7392050540E-01,  1.3040590533E-13
  9.2301772153E+00, -1.9077774706E+00, -1.7343838921E-01,  1.3011285939E-13
  9.2629905798E+00, -1.9020942789E+00, -1.7295673829E-01,  1.2981952509E-13
  9.2958463219E+00, -1.8964195648E+00, -1.7247555436E-01,  1.2952590801E-13
  9.3287445893E+00, -1.8907533284E+00, -1.7199483909E-01,  1.2923201370E-13
  9.3616855299E+00, -1.8850955696E+00, -1.7151459418E-01,  1.2893784763E-13
  9.3946692926E+00, -1.8794462884E+00, -1.7103482131E-01,  1.2864341526E-13
  9.4276960265E+00, -1.8738054849E+00, -1.7055552212E-01,  1.2834872200E-13
  9.4607658815E+00, -1.8681731590E+00, -1.7007669829E-01,  1.2805377322E-13
  9.4938790080E+00, -1.8625493107E+00, -1.6959835144E-01,  1.2775857425E-13
  9.5270355571E+00, -1.8569339400E+00, -1.6912048322E-01,  1.2746313037E-13
  9.5602356803E+00, -1.8513270470E+00, -1.6864309525E-01,  1.2716744682E-13
  9.5934795298E+00, -1.8457286316E+00, -1.6816618915E-01,  1.2687152883E-13
  9.6267672586E+00, -1.8401386939E+00, -1.6768976653E-01,  1.2657538155E-13
  9.6600990198E+00, -1.8345572338E+00, -1.6721382897E-01,  1.2627901011E-13
  9.6934749677E+00, -1.8289842513E+00, -1.6673837807E-01,  1.2598241962E-13
  9.7268952569E+00, -1.8234197464E+00, -1.6626341541E-01,  1.2568561512E-13
  9.7603600425E+00, -1.8178637192E+00, -1.6578894256E-01,  1.2538860163E-13
  9.7938694805E+00, -1.8123161696E+00, -1.6531496107E-01,  1.2509138414E-13
  9.8274237275E+00, -1.8067770976E+00, -1.6484147250E-01,  1.2479396758E-13
  9.8610229404E+00, -1.8012465033E+00, -1.6436847840E-01,  1.2449635688E-13
  9.8946672773E+00, -1.7957243866E+00, -1.6389598029E-01,  1.2419855689E-13
  9.9283568964E+00, -1.7902107475E+00, -1.6342397970E-01,  1.2390057246E-13
  9.9620919568E+00, -1.7847055860E+00, -1.6295247815E-01,  1.2360240838E-13
  9.9958726184E+00, -1.7792089022E+00, -1.6248147715E-01,  1.2330406944E-13
  1.0029699041E+01, -1.7737206960E+00, -1.6201097820E-01,  1.2300556037E-13
  1.0063571387E+01, -1.7682409675E+00, -1.6154098279E-01,  1.2270688586E-13
  1.0097489817E+01, -1.7627697166E+00, -1.6107149241E-01,  1.2240805058E-13
  1.0131454493E+01, -1.7573069433E+00, -1.6060250852E-01,  1.2210905917E-13
  1.0165465579E+01, -1.7518526476E+00, -1.6013403260E-01,  1.2180991622E-13
  1.0199523239E+01, -1.7464068296E+00, -1.5966606611E-01,  1.2151062632E-13
  1.0233627636E+01, -1.7409694892E+00, -1.5919861050E-01,  1.2121119400E-13
  1.0267778936E+01, -1.7355406264E+00, -1.5873166721E-01,  1.2091162376E-13
  1.0301977305E+01, -1.7301202413E+00, -1.5826523767E-01,  1.2061192008E-13
  1.0336222910E+01, -1.7247083338E+00, -1.5779932332E-01,  1.2031208740E-13
  1.0370515916E+01, -1.7193049039E+00, -1.5733392557E-01,  1.2001213013E-13
  1.0404856494E+01, -1.7139099516E+00, -1.5686904584E-01,  1.1971205267E-13
  1.0439244810E+01, -1.7085234770E+00, -1.5640468554E-01,  1.1941185936E-13
  1.0473681035E+01, -1.7031454800E+00, -1.5594084605E-01,  1.1911155453E-13
  1.0508165338E+01, -1.6977759607E+00, -1.5547752877E-01,  1.1881114247E-13
  1.0542697891E+01, -1.6924149190E+00, -1.5501473509E-01,  1.1851062744E-13
  1.0577278864E+01, -1.6870623549E+00, -1.5455246637E-01,  1.1821001369E-13
  1.0611908431E+01, -1.6817182684E+00, -1.5409072398E-01,  1.1790930542E-13
  1.0646586764E+01, -1.6763826596E+00, -1.5362950929E-01,  1.1760850681E-13
  1.0681314037E+01, -1.6710555284E+00, -1.5316882366E-01,  1.1730762201E-13
  1.0716090425E+01, -1.6657368748E+00, -1.5270866841E-01,  1.1700665516E-13
  1.0750916103E+01, -1.6604266989E+00, -1.5224904490E-01,  1.1670561033E-13
  1.0785791246E+01, -1.6551250005E+00, -1.5178995446E-01,  1.1640449162E-13
  1.0820716033E+01, -1.6498317799E+00, -1.5133139842E-01,  1.1610330305E-13
  1.0855690640E+01, -1.6445470368E+00, -1.5087337808E-01,  1.1580204865E-13
  1.0890715246E+01, -1.6392707714E+00, -1.5041589477E-01,  1.1550073240E-13
  1.0925790030E+01, -1.6340029836E+00, -1.4995894978E-01,  1.1519935827E-13
  1.0960915172E+01, -1.6287436735E+00, -1.4950254443E-01,  1.1489793021E-13
  1.0996090854E+01, -1.6234928409E+00, -1.4904667999E-01,  1.1459645212E-13
  1.1031317255E+01, -1.6182504860E+00, -1.4859135775E-01,  1.1429492790E-13
  1.1066594560E+01, -1.6130166088E+00, -1.4813657900E-01,  1.1399336140E-13
  1.1101922951E+01, -1.6077912091E+00, -1.4768234500E-01,  1.1369175646E-13
  1.1137302613E+01, -1.6025742871E+00, -1.4722865702E-01,  1.1339011691E-13
  1.1172733729E+01, -1.5973658428E+00, -1.4677551633E-01,  1.1308844652E-13
  1.1208216487E+01, -1.5921658760E+00, -1.4632292416E-01,  1.1278674907E-13
  1.1243751072E+01, -1.5869743869E+00, -1.4587088177E-01,  1.1248502831E-13
  1.1279337672E+01, -1.5817913754E+00, -1.4541939040E-01,  1.1218328794E-13
  1.1314976475E+01, -1.5766168416E+00, -1.4496845129E-01,  1.1188153166E-13
  1.1350667671E+01, -1.5714507854E+00, -1.4451806565E-01,  1.1157976315E-13
  1.1386411449E+01, -1.5662932068E+00, -1.4406823472E-01,  1.1127798605E-13
  1.1422208001E+01, -1.5611441058E+00, -1.4361895971E-01,  1.1097620400E-13
  1.1458057517E+01, -1.5560034825E+00, -1.4317024183E-01,  1.1067442060E-13
  1.1493960192E+01, -1.5508713368E+00, -1.4272208228E-01,  1.1037263943E-13
  1.1529916217E+01, -1.5457476688E+00, -1.4227448226E-01,  1.1007086405E-13
  1.1565925788E+01, -1.5406324783E+00, -1.4182744297E-01,  1.0976909800E-13
  1.1601989101E+01, -1.5355257655E+00, -1.4138096558E-01,  1.0946734481E-13
  1.1638106350E+01, -1.5304275303E+00, -1.4093505129E-01,  1.0916560795E-13
  1.1674277734E+01, -1.5253377728E+00, -1.4048970126E-01,  1.0886389091E-13
  1.1710503451E+01, -1.5202564929E+00, -1.4004491666E-01,  1.0856219715E-13
  1.1746783699E+01, -1.5151836906E+00, -1.3960069867E-01,  1.0826053009E-13
  1.1783118679E+01, -1.5101193660E+00, -1.3915704842E-01,  1.0795889315E-13
  1.1819508591E+01, -1.5050635189E+00, -1.3871396709E-01,  1.0765728973E-13
  1.1855953637E+01, -1.5000161496E+00, -1.3827145581E-01,  1.0735572318E-13
  1.1892454021E+01, -1.4949772578E+00, -1.3782951573E-01,  1.0705419687E-13
  1.1929009945E+01, -1.4899468437E+00, -1.3738814797E-01,  1.0675271413E-13
  1.1965621615E+01, -1.4849249072E+00, -1.3694735368E-01,  1.0645127826E-13
  1.2002289237E+01, -1.4799114483E+00, -1.3650713398E-01,  1.0614989257E-13
  1.2039013016E+01, -1.4749064671E+00, -1.3606748998E-01,  1.0584856033E-13
  1.2075793162E+01, -1.4699099635E+00, -1.3562842281E-01,  1.0554728478E-13
  1.2112629882E+01, -1.4649219375E+00, -1.3518993357E-01,  1.0524606918E-13
  1.2149523386E+01, -1.4599423892E+00, -1.3475202336E-01,  1.0494491673E-13
  1.2186473885E+01, -1.4549713185E+00, -1.3431469328E-01,  1.0464383063E-13
  1.2223481590E+01, -1.4500087254E+00, -1.3387794443E-01,  1.0434281406E-13
  1.2260546716E+01, -1.4450546099E+00, -1.3344177790E-01,  1.0404187018E-13
  1.2297669474E+01, -1.4401089721E+00, -1.3300619477E-01,  1.0374100215E-13
  1.2334850081E+01, -1.4351718119E+00, -1.3257119611E-01,  1.0344021307E-13
  1.2372088751E+01, -1.4302431294E+00, -1.3213678301E-01,  1.0313950607E-13
  1.2409385703E+01, -1.4253229244E+00, -1.3170295652E-01,  1.0283888423E-13
  1.2446741154E+01, -1.4204111971E+00, -1.3126971772E-01,  1.0253835063E-13
  1.2484155323E+01, -1.4155079475E+00, -1.3083706766E-01,  1.0223790831E-13
  1.2521628430E+01, -1.4106131754E+00, -1.3040500740E-01,  1.0193756032E-13
  1.2559160697E+01, -1.4057268810E+00, -1.2997353799E-01,  1.0163730968E-13
  1.2596752346E+01, -1.4008490643E+00, -1.2954266046E-01,  1.0133715940E-13
  1.2634403600E+01, -1.3959797251E+00, -1.2911237586E-01,  1.0103711245E-13
  1.2672114685E+01, -1.3911188636E+00, -1.2868268523E-01,  1.0073717182E-13
  1.2709885825E+01, -1.3862664797E+00, -1.2825358959E-01,  1.0043734046E-13
  1.2747717248E+01, -1.3814225735E+00, -1.2782508997E-01,  1.0013762130E-13
  1.2785609182E+01, -1.3765871449E+00, -1.2739718739E-01,  9.9838017268E-14
  1.2823561856E+01, -1.3717601939E+00, -1.2696988286E-01,  9.9538531272E-14
  1.2861575499E+01, -1.3669417205E+00, -1.2654317741E-01,  9.9239166201E-14
  1.2899650345E+01, -1.3621317248E+00, -1.2611707203E-01,  9.8939924930E-14
  1.2937786624E+01, -1.3573302067E+00, -1.2569156773E-01,  9.8640810316E-14
  1.2975984572E+01, -1.3525371662E+00, -1.2526666550E-01,  9.8341825205E-14
  1.3014244423E+01, -1.3477526034E+00, -1.2484236635E-01,  9.8042972424E-14
  1.3052566412E+01, -1.3429765182E+00, -1.2441867125E-01,  9.7744254787E-14
  1.3090950779E+01, -1.3382089106E+00, -1.2399558120E-01,  9.7445675090E-14
  1.3129397761E+01, -1.3334497807E+00, -1.2357309718E-01,  9.7147236118E-14
  1.3167907598E+01, -1.3286991283E+00, -1.2315122015E-01,  9.6848940638E-14
  1.3206480531E+01, -1.3239569537E+00, -1.2272995110E-01,  9.6550791403E-14
  1.3245116803E+01, -1.3192232566E+00, -1.2230929099E-01,  9.6252791153E-14
  1.3283816657E+01, -1.3144980372E+00, -1.2188924078E-01,  9.5954942611E-14
  1.3322580338E+01, -1.3097812954E+00, -1.2146980144E-01,  9.5657248488E-14
  1.3361408093E+01, -1.3050730312E+00, -1.2105097392E-01,  9.5359711479E-14
  1.3400300167E+01, -1.3003732447E+00, -1.2063275917E-01,  9.5062334266E-14
  1.3439256812E+01, -1.2956819358E+00, -1.2021515813E-01,  9.4765119517E-14
  1.3478278275E+01, -1.2909991046E+00, -1.1979817176E-01,  9.4468069885E-14
  1.3517364809E+01, -1.2863247509E+00, -1.1938180098E-01,  9.4171188010E-14
  1.3556516666E+01, -1.2816588749E+00, -1.1896604673E-01,  9.3874476518E-14
  1.3595734100E+01, -1.2770014765E+00, -1.1855090995E-01,  9.3577938022E-14
  1.3635017367E+01, -1.2723525558E+00, -1.1813639156E-01,  9.3281575121E-14
  1.3674366723E+01, -1.2677121127E+00, -1.1772249248E-01,  9.2985390401E-14
  1.3713782426E+01, -1.2630801472E+00, -1.1730921363E-01,  9.2689386435E-14
  1.3753264736E+01, -1.2584566593E+00, -1.1689655592E-01,  9.2393565782E-14
  1.3792813912E+01, -1.2538416491E+00, -1.1648452027E-01,  9.2097930989E-14
  1.3832430219E+01, -1.2492351165E+00, -1.1607310759E-01,  9.1802484588E-14
  1.3872113918E+01, -1.2446370616E+00, -1.1566231877E-01,  9.1507229101E-14
  1.3911865275E+01, -1.2400474842E+00, -1.1525215472E-01,  9.1212167036E-14
  1.3951684557E+01, -1.2354663845E+00, -1.1484261633E-01,  9.0917300888E-14
  1.3991572031E+01, -1.2308937625E+00, -1.1443370449E-01,  9.0622633139E-14
  1.4031527967E+01, -1.2263296180E+00, -1.1402542009E-01,  9.0328166261E-14
  1.4071552634E+01, -1.2217739512E+00, -1.1361776402E-01,  9.0033902710E-14
  1.4111646306E+01, -1.2172267621E+00, -1.1321073716E-01,  8.9739844933E-14
  1.4151809257E+01, -1.2126880505E+00, -1.1280434037E-01,  8.9445995364E-14
  1.4192041760E+01, -1.2081578166E+00, -1.1239857454E-01,  8.9152356424E-14
  1.4232344094E+01, -1.2036360603E+00, -1.1199344054E-01,  8.8858930523E-14
  1.4272716536E+01, -1.1991227817E+00, -1.1158893922E-01,  8.8565720057E-14
  1.4313159366E+01, -1.1946179806E+00, -1.1118507146E-01,  8.8272727414E-14
  1.4353672865E+01, -1.1901216573E+00, -1.1078183811E-01,  8.7979954968E-14
  1.4394257315E+01, -1.1856338115E+00, -1.1037924003E-01,  8.7687405080E-14
  1.4434913003E+01, -1.1811544434E+00, -1.0997727807E-01,  8.7395080102E-14
  1.4475640212E+01, -1.1766835529E+00, -1.0957595307E-01,  8.7102982375E-14
  1.4516439231E+01, -1.1722211400E+00, -1.0917526588E-01,  8.6811114225E-14
  1.4557310350E+01, -1.1677672048E+00, -1.0877521735E-01,  8.6519477970E-14
  1.4598253858E+01, -1.1633217472E+00, -1.0837580830E-01,  8.6228075917E-14
  1.4639270048E+01, -1.1588847672E+00, -1.0797703958E-01,  8.5936910359E-14
  1.4680359213E+01, -1.1544562648E+00, -1.0757891201E-01,  8.5645983581E-14
  1.4721521651E+01, -1.1500362401E+00, -1.0718142642E-01,  8.5355297854E-14
  1.4762757658E+01, -1.1456246930E+00, -1.0678458364E-01,  8.5064855442E-14
  1.4804067532E+01, -1.1412216236E+00, -1.0638838449E-01,  8.4774658596E-14
  1.4845451575E+01, -1.1368270318E+00, -1.0599282978E-01,  8.4484709555E-14
  1.4886910089E+01, -1.1324409176E+00, -1.0559792033E-01,  8.4195010549E-14
  1.4928443378E+01, -1.1280632810E+00, -1.0520365695E-01,  8.3905563798E-14
  1.4970051748E+01, -1.1236941221E+00, -1.0481004044E-01,  8.3616371511E-14
  1.5011735507E+01, -1.1193334408E+00, -1.0441707161E-01,  8.3327435886E-14
  1.5053494963E+01, -1.1149812371E+00, -1.0402475126E-01,  8.3038759111E-14
  1.5095330428E+01, -1.1106375111E+00, -1.0363308020E-01,  8.2750343364E-14
  1.5137242214E+01, -1.1063022627E+00, -1.0324205920E-01,  8.2462190813E-14
  1.5179230637E+01, -1.1019754919E+00, -1.0285168907E-01,  8.2174303614E-14
  1.5221296013E+01, -1.0976571987E+00, -1.0246197060E-01,  8.1886683916E-14
  1.5263438659E+01, -1.0933473832E+00, -1.0207290456E-01,  8.1599333856E-14
  1.5305658897E+01, -1.0890460453E+00, -1.0168449174E-01,  8.1312255562E-14
  1.5347957048E+01, -1.0847531851E+00, -1.0129673291E-01,  8.1025451151E-14
  1.5390333436E+01, -1.0804688025E+00, -1.0090962887E-01,  8.0738922731E-14
  1.5432788387E+01, -1.0761928975E+00, -1.0052318036E-01,  8.0452672402E-14
  1.5475322229E+01, -1.0719254701E+00, -1.0013738818E-01,  8.0166702250E-14
  1.5517935290E+01, -1.0676665204E+00, -9.9752253075E-02,  7.9881014357E-14
  1.5560627903E+01, -1.0634160483E+00, -9.9367775816E-02,  7.9595610791E-14
  1.5603400401E+01, -1.0591740538E+00, -9.8983957164E-02,  7.9310493613E-14
  1.5646253120E+01, -1.0549405370E+00, -9.8600797874E-02,  7.9025664873E-14
  1.5689186396E+01, -1.0507154978E+00, -9.8218298703E-02,  7.8741126613E-14
  1.5732200569E+01, -1.0464989362E+00, -9.7836460400E-02,  7.8456880865E-14
  1.5775295981E+01, -1.0422908522E+00, -9.7455283714E-02,  7.8172929653E-14
  1.5818472975E+01, -1.0380912459E+00, -9.7074769392E-02,  7.7889274990E-14
  1.5861731897E+01, -1.0339001172E+00, -9.6694918174E-02,  7.7605918881E-14
  1.5905073093E+01, -1.0297174662E+00, -9.6315730802E-02,  7.7322863323E-14
  1.5948496914E+01, -1.0255432928E+00, -9.5937208012E-02,  7.7040110302E-14
  1.5992003712E+01, -1.0213775970E+00, -9.5559350538E-02,  7.6757661797E-14
  1.6035593839E+01, -1.0172203788E+00, -9.5182159110E-02,  7.6475519777E-14
  1.6079267653E+01, -1.0130716383E+00, -9.4805634458E-02,  7.6193686202E-14
  1.6123025511E+01, -1.0089313754E+00, -9.4429777305E-02,  7.5912163024E-14
  1.6166867774E+01, -1.0047995901E+00, -9.4054588376E-02,  7.5630952186E-14
  1.6210794804E+01, -1.0006762825E+00, -9.3680068389E-02,  7.5350055624E-14
  1.6254806965E+01, -9.9656145245E-01, -9.3306218061E-02,  7.5069475263E-14
  1.6298904625E+01, -9.9245510008E-01, -9.2933038107E-02,  7.4789213020E-14
  1.6343088152E+01, -9.8835722533E-01, -9.2560529239E-02,  7.4509270806E-14
  1.6387357919E+01, -9.8426782821E-01, -9.2188692163E-02,  7.4229650520E-14
  1.6431714298E+01, -9.8018690873E-01, -9.1817527588E-02,  7.3950354055E-14
  1.6476157666E+01, -9.7611446687E-01, -9.1447036215E-02,  7.3671383295E-14
  1.6520688401E+01, -9.7205050265E-01, -9.1077218745E-02,  7.3392740117E-14
  1.6565306884E+01, -9.6799501605E-01, -9.0708075876E-02,  7.3114426387E-14
  1.6610013497E+01, -9.6394800709E-01, -9.0339608303E-02,  7.2836443967E-14
  1.6654808625E+01, -9.5990947576E-01, -8.9971816719E-02,  7.2558794706E-14
  1.6699692658E+01, -9.5587942206E-01, -8.9604701813E-02,  7.2281480450E-14
  1.6744665984E+01, -9.5185784598E-01, -8.9238264272E-02,  7.2004503033E-14
  1.6789728997E+01, -9.4784474754E-01, -8.8872504781E-02,  7.1727864283E-14
  1.6834882090E+01, -9.4384012673E-01, -8.8507424022E-02,  7.1451566021E-14
  1.6880125663E+01, -9.3984398356E-01, -8.8143022674E-02,  7.1175610058E-14
  1.6925460115E+01, -9.3585631801E-01, -8.7779301413E-02,  7.0899998198E-14
  1.6970885848E+01, -9.3187713009E-01, -8.7416260915E-02,  7.0624732239E-14
  1.7016403268E+01, -9.2790641980E-01, -8.7053901850E-02,  7.0349813968E-14
  1.7062012783E+01, -9.2394418715E-01, -8.6692224887E-02,  7.0075245167E-14
  1.7107714801E+01, -9.1999043212E-01, -8.6331230693E-02,  6.9801027611E-14
  1.7153509737E+01, -9.1604515473E-01, -8.5970919931E-02,  6.9527163063E-14
  1.7199398006E+01, -9.1210835496E-01, -8.5611293264E-02,  6.9253653285E-14
  1.7245380026E+01, -9.0818003283E-01, -8.5252351350E-02,  6.8980500026E-14
  1.7291456218E+01, -9.0426018833E-01, -8.4894094845E-02,  6.8707705030E-14
  1.7337627005E+01, -9.0034882146E-01, -8.4536524403E-02,  6.8435270034E-14
  1.7383892814E+01, -8.9644593222E-01, -8.4179640677E-02,  6.8163196767E-14
  1.7430254073E+01, -8.9255152061E-01, -8.3823444314E-02,  6.7891486951E-14
  1.7476711215E+01, -8.8866558663E-01, -8.3467935961E-02,  6.7620142299E-14
  1.7523264673E+01, -8.8478813028E-01, -8.3113116262E-02,  6.7349164520E-14
  1.7569914886E+01, -8.8091915156E-01, -8.2758985860E-02,  6.7078555314E-14
  1.7616662294E+01, -8.7705865047E-01, -8.2405545393E-02,  6.6808316374E-14
  1.7663507339E+01, -8.7320662702E-01, -8.2052795497E-02,  6.6538449385E-14
  1.7710450468E+01, -8.6936308119E-01, -8.1700736809E-02,  6.6268956027E-14
  1.7757492130E+01, -8.6552801300E-01, -8.1349369959E-02,  6.5999837972E-14
  1.7804632777E+01, -8.6170142243E-01, -8.0998695577E-02,  6.5731096885E-14
  1.7851872863E+01, -8.5788330950E-01, -8.0648714291E-02,  6.5462734424E-14
  1.7899212846E+01, -8.5407367419E-01, -8.0299426726E-02,  6.5194752239E-14
  1.7946653187E+01, -8.5027251652E-01, -7.9950833504E-02,  6.4927151977E-14
  1.7994194351E+01, -8.4647983648E-01, -7.9602935245E-02,  6.4659935274E-14
  1.8041836804E+01, -8.4269563407E-01, -7.9255732568E-02,  6.4393103761E-14
  1.8089581016E+01, -8.3891990929E-01, -7.8909226089E-02,  6.4126659062E-14
  1.8137427461E+01, -8.3515266214E-01, -7.8563416420E-02,  6.3860602795E-14
  1.8185376616E+01, -8.3139389262E-01, -7.8218304172E-02,  6.3594936570E-14
  1.8233428959E+01, -8.2764360073E-01, -7.7873889955E-02,  6.3329661992E-14
  1.8281584974E+01, -8.2390178648E-01, -7.7530174376E-02,  6.3064780659E-14
  1.8329845147E+01, -8.2016844985E-01, -7.7187158037E-02,  6.2800294161E-14
  1.8378209968E+01, -8.1644359085E-01, -7.6844841542E-02,  6.2536204082E-14
  1.8426679929E+01, -8.1272720949E-01, -7.6503225490E-02,  6.2272512003E-14
  1.8475255526E+01, -8.0901930575E-01, -7.6162310479E-02,  6.2009219492E-14
  1.8523937258E+01, -8.0531987965E-01, -7.5822097104E-02,  6.1746328117E-14
  1.8572725630E+01, -8.0162893118E-01, -7.5482585958E-02,  6.1483839436E-14
  1.8621621147E+01, -7.9794646034E-01, -7.5143777632E-02,  6.1221755001E-14
  1.8670624318E+01, -7.9427246712E-01, -7.4805672715E-02,  6.0960076359E-14
  1.8719735658E+01, -7.9060695154E-01, -7.4468271793E-02,  6.0698805050E-14
  1.8768955683E+01, -7.8694991359E-01, -7.4131575451E-02,  6.0437942607E-14
  1.8818284914E+01, -7.8330135327E-01, -7.3795584270E-02,  6.0177490558E-14
  1.8867723874E+01, -7.7966127059E-01, -7.3460298832E-02,  5.9917450425E-14
  1.8917273092E+01, -7.7602966553E-01, -7.3125719713E-02,  5.9657823722E-14
  1.8966933098E+01, -7.7240653810E-01, -7.2791847490E-02,  5.9398611959E-14
  1.9016704428E+01, -7.6879188830E-01, -7.2458682736E-02,  5.9139816639E-14
  1.9066587620E+01, -7.6518571614E-01, -7.2126226022E-02,  5.8881439259E-14
  1.9116583218E+01, -7.6158802160E-01, -7.1794477918E-02,  5.8623481309E-14
  1.9166691767E+01, -7.5799880470E-01, -7.1463438992E-02,  5.8365944275E-14
  1.9216913818E+01, -7.5441806542E-01, -7.1133109807E-02,  5.8108829637E-14
  1.9267249926E+01, -7.5084580378E-01, -7.0803490929E-02,  5.7852138866E-14
  1.9317700647E+01, -7.4728201977E-01, -7.0474582916E-02,  5.7595873430E-14
  1.9368266544E+01, -7.4372671339E-01, -7.0146386329E-02,  5.7340034790E-14
  1.9418948183E+01, -7.4017988464E-01, -6.9818901724E-02,  5.7084624403E-14
  1.9469746135E+01, -7.3664153352E-01, -6.9492129656E-02,  5.6829643718E-14
  1.9520660973E+01, -7.3311166003E-01, -6.9166070678E-02,  5.6575094178E-14
  1.9571693276E+01, -7.2959026417E-01, -6.8840725340E-02,  5.6320977221E-14
  1.9622843626E+01, -7.2607734594E-01, -6.8516094191E-02,  5.6067294281E-14
  1.9674112609E+01, -7.2257290534E-01, -6.8192177777E-02,  5.5814046784E-14
  1.9725500817E+01, -7.1907694238E-01, -6.7868976644E-02,  5.5561236151E-14
  1.9777008845E+01, -7.1558945704E-01, -6.7546491334E-02,  5.5308863798E-14
  1.9828637292E+01, -7.1211044934E-01, -6.7224722387E-02,  5.5056931134E-14
  1.9880386762E+01, -7.0863991926E-01, -6.6903670343E-02,  5.4805439563E-14
  1.9932257864E+01, -7.0517786682E-01, -6.6583335737E-02,  5.4554390484E-14
  1.9984251209E+01, -7.0172429201E-01, -6.6263719104E-02,  5.4303785290E-14
  2.0036367416E+01, -6.9827919482E-01, -6.5944820977E-02,  5.4053625369E-14
  2.0088607105E+01, -6.9484257527E-01, -6.5626641888E-02,  5.3803912103E-14
  2.0140970904E+01, -6.9141443335E-01, -6.5309182363E-02,  5.3554646869E-14
  2.0193459443E+01, -6.8799476906E-01, -6.4992442931E-02,  5.3305831037E-14
  2.0246073357E+01, -6.8458358240E-01, -6.4676424116E-02,  5.3057465973E-14
  2.0298813288E+01, -6.8118087337E-01, -6.4361126441E-02,  5.2809553039E-14
  2.0351679880E+01, -6.7778664197E-01, -6.4046550427E-02,  5.2562093588E-14
  2.0404673783E+01, -6.7440088821E-01, -6.3732696592E-02,  5.2315088971E-14
  2.0457795652E+01, -6.7102361207E-01, -6.3419565456E-02,  5.2068540532E-14
  2.0511046146E+01, -6.6765481357E-01, -6.3107157531E-02,  5.1822449611E-14
  2.0564425931E+01, -6.6429449269E-01, -6.2795473332E-02,  5.1576817540E-14
  2.0617935676E+01, -6.6094264945E-01, -6.2484513370E-02,  5.1331645648E-14
  2.0671576056E+01, -6.5759928383E-01, -6.2174278155E-02,  5.1086935259E-14
  2.0725347750E+01, -6.5426439585E-01, -6.1864768195E-02,  5.0842687691E-14
  2.0779251445E+01, -6.5093798550E-01, -6.1555983994E-02,  5.0598904258E-14
  2.0833287829E+01, -6.4762005278E-01, -6.1247926058E-02,  5.0355586265E-14
  2.0887457599E+01, -6.4431059769E-01, -6.0940594887E-02,  5.0112735018E-14
  2.0941761455E+01, -6.4100962023E-01, -6.0633990983E-02,  4.9870351812E-14
  2.0996200103E+01, -6.3771712040E-01, -6.0328114844E-02,  4.9628437941E-14
  2.1050774257E+01, -6.3443309820E-01, -6.0022966966E-02,  4.9386994692E-14
  2.1105484632E+01, -6.3115755363E-01, -5.9718547843E-02,  4.9146023347E-14
  2.1160331951E+01, -6.2789048669E-01, -5.9414857969E-02,  4.8905525184E-14
  2.1215316943E+01, -6.2463189739E-01, -5.9111897835E-02,  4.8665501475E-14
  2.1270440342E+01, -6.2138178571E-01, -5.8809667930E-02,  4.8425953487E-14
  2.1325702887E+01, -6.1814015166E-01, -5.8508168741E-02,  4.8186882483E-14
  2.1381105325E+01, -6.1490699525E-01, -5.8207400754E-02,  4.7948289720E-14
  2.1436648406E+01, -6.1168231647E-01, -5.7907364452E-02,  4.7710176452E-14
  2.1492332889E+01, -6.0846611531E-01, -5.7608060318E-02,  4.7472543924E-14
  2.1548159535E+01, -6.0525839179E-01, -5.7309488831E-02,  4.7235393381E-14
  2.1604129116E+01, -6.0205914590E-01, -5.7011650471E-02,  4.6998726061E-14
  2.1660242405E+01, -5.9886837764E-01, -5.6714545714E-02,  4.6762543195E-14
  2.1716500186E+01, -5.9568608701E-01, -5.6418175034E-02,  4.6526846013E-14
  2.1772903245E+01, -5.9251227401E-01, -5.6122538905E-02,  4.6291635738E-14
  2.1829452377E+01, -5.8934693864E-01, -5.5827637798E-02,  4.6056913588E-14
  2.1886148383E+01, -5.8619008090E-01, -5.5533472183E-02,  4.5822680778E-14
  2.1942992069E+01, -5.8304170080E-01, -5.5240042527E-02,  4.5588938517E-14
  2.1999984249E+01, -5.7990179832E-01, -5.4947349297E-02,  4.5355688009E-14
